data_source_uuid,org_id,org_set_id,dataset_name,dataset_version,geom_type,geom_spec,boundary_type,has_attributes,geom_dependency_uuid,download_method,download_subtype,download_data_standard,download_filename,download_url,download_auth,documentation_url
10193,Census,TIGER/Line,us-aitsn-2019,2019,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aitsn,0,,file,zip,shp,tl_2019_us_aitsn.shp,https://www2.census.gov/geo/tiger/TIGER2019/AITSN/tl_2019_us_aitsn.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10194,Census,TIGER/Line,us-cbsa-2019,2019,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",cbsa,0,,file,zip,shp,tl_2019_us_cbsa.shp,https://www2.census.gov/geo/tiger/TIGER2019/CBSA/tl_2019_us_cbsa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10195,Census,TIGER/Line,us-csa-2019,2019,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",csa,0,,file,zip,shp,tl_2019_us_csa.shp,https://www2.census.gov/geo/tiger/TIGER2019/CSA/tl_2019_us_csa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10198,Census,TIGER/Line,us-state-2019,2019,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",state,0,,file,zip,shp,tl_2019_us_state.shp,https://www2.census.gov/geo/tiger/TIGER2019/STATE/tl_2019_us_state.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10200,Census,TIGER/Line,us-ttract-2019,2019,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",ttract,0,,file,zip,shp,tl_2019_us_ttract.shp,https://www2.census.gov/geo/tiger/TIGER2019/TTRACT/tl_2019_us_ttract.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10203,Census,TIGER/Line,us-aiannh-2020,2020,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aiannh,0,,file,zip,shp,tl_2020_us_aiannh.shp,https://www2.census.gov/geo/tiger/TIGER2020/AIANNH/tl_2020_us_aiannh.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10204,Census,TIGER/Line,us-aitsn-2020,2020,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aitsn,0,,file,zip,shp,tl_2020_us_aitsn.shp,https://www2.census.gov/geo/tiger/TIGER2020/AITSN/tl_2020_us_aitsn.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10206,Census,TIGER/Line,us-csa-2020,2020,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",csa,0,,file,zip,shp,tl_2020_us_csa.shp,https://www2.census.gov/geo/tiger/TIGER2020/CSA/tl_2020_us_csa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10127,Census,TIGER/Line,us-aiannh-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aiannh,0,,file,zip,shp,tl_2013_us_aiannh.shp,https://www2.census.gov/geo/tiger/TIGER2013/AIANNH/tl_2013_us_aiannh.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10128,Census,TIGER/Line,us-aitsn-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aitsn,0,,file,zip,shp,tl_2013_us_aitsn.shp,https://www2.census.gov/geo/tiger/TIGER2013/AITS/tl_2013_us_aitsn.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10129,Census,TIGER/Line,us-cbsa-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",cbsa,0,,file,zip,shp,tl_2013_us_cbsa.shp,https://www2.census.gov/geo/tiger/TIGER2013/CBSA/tl_2013_us_cbsa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10130,Census,TIGER/Line,us-csa-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",csa,0,,file,zip,shp,tl_2013_us_csa.shp,https://www2.census.gov/geo/tiger/TIGER2013/CSA/tl_2013_us_csa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10131,Census,TIGER/Line,us-county-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",county,0,,file,zip,shp,tl_2013_us_county.shp,https://www2.census.gov/geo/tiger/TIGER2013/COUNTY/tl_2013_us_county.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10132,Census,TIGER/Line,us-metdiv-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",metdiv,0,,file,zip,shp,tl_2013_us_metdiv.shp,https://www2.census.gov/geo/tiger/TIGER2013/METDIV/tl_2013_us_metdiv.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10133,Census,TIGER/Line,us-state-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",state,0,,file,zip,shp,tl_2013_us_state.shp,https://www2.census.gov/geo/tiger/TIGER2013/STATE/tl_2013_us_state.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10107,Census,TIGER/Line,us-aiannh-2011,2011,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aiannh,0,,file,zip,shp,tl_2011_us_aiannh.shp,https://www2.census.gov/geo/tiger/TIGER2011/AIANNH/tl_2011_us_aiannh.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10119,Census,TIGER/Line,us-csa-2012,2012,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",csa,0,,file,zip,shp,tl_2012_us_csa.shp,https://www2.census.gov/geo/tiger/TIGER2012/CSA/tl_2012_us_csa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10120,Census,TIGER/Line,us-county-2012,2012,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",county,0,,file,zip,shp,tl_2012_us_county.shp,https://www2.census.gov/geo/tiger/TIGER2012/COUNTY/tl_2012_us_county.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10207,Census,TIGER/Line,us-county-2020,2020,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",county,0,,file,zip,shp,tl_2020_us_county.shp,https://www2.census.gov/geo/tiger/TIGER2020/COUNTY/tl_2020_us_county.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10147,Census,TIGER/Line,us-uac-2014,2014,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID10,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME10' %in% colnames(staged)) 'NAME10' else 'NAMELSAD10')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",uac,0,,file,zip,shp,tl_2014_us_uac10.shp,https://www2.census.gov/geo/tiger/TIGER2014/UAC/tl_2014_us_uac10.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10162,Census,TIGER/Line,us-cbsa-2016,2016,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",cbsa,0,,file,zip,shp,tl_2016_us_cbsa.shp,https://www2.census.gov/geo/tiger/TIGER2016/CBSA/tl_2016_us_cbsa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10164,Census,TIGER/Line,us-county-2016,2016,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",county,0,,file,zip,shp,tl_2016_us_county.shp,https://www2.census.gov/geo/tiger/TIGER2016/COUNTY/tl_2016_us_county.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10165,Census,TIGER/Line,us-metdiv-2016,2016,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",metdiv,0,,file,zip,shp,tl_2016_us_metdiv.shp,https://www2.census.gov/geo/tiger/TIGER2016/METDIV/tl_2016_us_metdiv.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10126,Census,TIGER/Line,us-zcta5-2012,2012,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID10,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",zcta5,0,,file,zip,shp,tl_2012_us_zcta510.shp,https://www2.census.gov/geo/tiger/TIGER2012/ZCTA5/tl_2012_us_zcta510.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10168,Census,TIGER/Line,us-ttract-2016,2016,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",ttract,0,,file,zip,shp,tl_2016_us_ttract.shp,https://www2.census.gov/geo/tiger/TIGER2016/TTRACT/tl_2016_us_ttract.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10158,Census,TIGER/Line,us-uac-2015,2015,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID10,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME10' %in% colnames(staged)) 'NAME10' else 'NAMELSAD10')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",uac,0,,file,zip,shp,tl_2015_us_uac10.shp,https://www2.census.gov/geo/tiger/TIGER2015/UAC/tl_2015_us_uac10.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10172,Census,TIGER/Line,us-aitsn-2017,2017,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",aitsn,0,,file,zip,shp,tl_2017_us_aitsn.shp,https://www2.census.gov/geo/tiger/TIGER2017/AITSN/tl_2017_us_aitsn.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10614,CDC/ATSDR,SVI,us-county-2014,2014,,,county,1,10142,file,zip,gdb,SVI2014_US_county.gdb,https://svi.cdc.gov/Documents/Data/2014/db/states_counties/SVI_2014_US_county.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10616,CDC/ATSDR,SVI,us-ttract-2014,2014,,,ttract,1,10146,file,zip,gdb,SVI2014_usttract.shp,https://svi.cdc.gov/Documents/Data/2014_SVI_Data/States/Tribal_Tracts.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10123,Census,TIGER/Line,us-tbg-2012,2012,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",tbg,0,,file,zip,shp,tl_2012_us_tbg.shp,https://www2.census.gov/geo/tiger/TIGER2012/TBG/tl_2012_us_tbg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10124,Census,TIGER/Line,us-ttract-2012,2012,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",ttract,0,,file,zip,shp,tl_2012_us_ttract.shp,https://www2.census.gov/geo/tiger/TIGER2012/TTRACT/tl_2012_us_ttract.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10155,Census,TIGER/Line,us-state-2015,2015,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",state,0,,file,zip,shp,tl_2015_us_state.shp,https://www2.census.gov/geo/tiger/TIGER2015/STATE/tl_2015_us_state.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10112,Census,TIGER/Line,us-metdiv-2011,2011,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",metdiv,0,,file,zip,shp,tl_2011_us_metdiv.shp,https://www2.census.gov/geo/tiger/TIGER2011/METDIV/tl_2011_us_metdiv.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10146,Census,TIGER/Line,us-ttract-2014,2014,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",ttract,0,,file,zip,shp,tl_2014_us_ttract.shp,https://www2.census.gov/geo/tiger/TIGER2014/TTRACT/tl_2014_us_ttract.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10184,Census,TIGER/Line,us-cbsa-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",cbsa,0,,file,zip,shp,tl_2018_us_cbsa.shp,https://www2.census.gov/geo/tiger/TIGER2018/CBSA/tl_2018_us_cbsa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10114,Census,TIGER/Line,us-tbg-2011,2011,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",tbg,0,,file,zip,shp,tl_2011_us_tbg.shp,https://www2.census.gov/geo/tiger/TIGER2011/TBG/tl_2011_us_tbg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10115,Census,TIGER/Line,us-ttract-2011,2011,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",ttract,0,,file,zip,shp,tl_2011_us_ttract.shp,https://www2.census.gov/geo/tiger/TIGER2011/TTRACT/tl_2011_us_ttract.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10212,Census,TIGER/Line,us-uac-2020,2020,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID10,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME10' %in% colnames(staged)) 'NAME10' else 'NAMELSAD10')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",uac,0,,file,zip,shp,tl_2020_us_uac10.shp,https://www2.census.gov/geo/tiger/TIGER2020/UAC/tl_2020_us_uac10.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10163,Census,TIGER/Line,us-csa-2016,2016,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",csa,0,,file,zip,shp,tl_2016_us_csa.shp,https://www2.census.gov/geo/tiger/TIGER2016/CSA/tl_2016_us_csa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10794,CDC/ATSDR,SVI,us-ttract-2018,2018,,,ttract,1,10189,file,zip,gdb,SVI2018_usttract.shp,https://svi.cdc.gov/Documents/Data/2018_SVI_Data/States/Tribal_Tracts.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10199,Census,TIGER/Line,us-tbg-2019,2019,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",tbg,0,,file,zip,shp,tl_2019_us_tbg.shp,https://www2.census.gov/geo/tiger/TIGER2019/TBG/tl_2019_us_tbg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10125,Census,TIGER/Line,us-uac-2012,2012,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID10,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME10' %in% colnames(staged)) 'NAME10' else 'NAMELSAD10')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",uac,0,,file,zip,shp,tl_2012_us_uac10.shp,https://www2.census.gov/geo/tiger/TIGER2012/UAC/tl_2012_us_uac10.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10190,Census,TIGER/Line,us-uac-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID10,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME10' %in% colnames(staged)) 'NAME10' else 'NAMELSAD10')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",uac,0,,file,zip,shp,tl_2018_us_uac10.shp,https://www2.census.gov/geo/tiger/TIGER2018/UAC/tl_2018_us_uac10.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10135,Census,TIGER/Line,us-ttract-2013,2013,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",ttract,0,,file,zip,shp,tl_2013_us_ttract.shp,https://www2.census.gov/geo/tiger/TIGER2013/TTRACT/tl_2013_us_ttract.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10174,Census,TIGER/Line,us-csa-2017,2017,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",csa,0,,file,zip,shp,tl_2017_us_csa.shp,https://www2.census.gov/geo/tiger/TIGER2017/CSA/tl_2017_us_csa.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
